Puesto_de_Trabajo,Salario_Promedio_USD,Años_de_Experiencia,Nivel_Educativo,Indice_Exposicion_IA,Factor_Crecimiento_Tecnologico,Probabilidad_Automatizacion_2030,Categoria_Riesgo,Habilidad_1,Habilidad_2,Habilidad_3,Habilidad_4,Habilidad_5,Habilidad_6,Habilidad_7,Habilidad_8,Habilidad_9,Habilidad_10
Conductor de Camión,110449,21,Bachillerato,0.47,0.88,0.75,Alto,0.15,0.79,0.47,0.79,0.7,0.19,0.51,0.44,0.42,0.54
Analista Financiero,142691,18,Maestría,0.31,0.84,0.51,Medio,0.31,0.89,0.44,0.29,0.16,0.67,0.03,0.45,0.55,0.34
Guardia de Seguridad,33659,17,Doctorado,0.68,1.47,0.83,Alto,0.54,0.25,0.39,0.03,0.69,0.31,0.54,0.25,0.62,0.45
Médico,109911,9,Doctorado,0.94,1.21,0.12,Bajo,0.5,0.47,0.8,0.83,0.28,0.82,0.18,0.76,0.25,0.3
Mecánico,117298,28,Doctorado,0.42,1.49,0.36,Medio,0.46,0.73,0.01,0.15,0.02,0.99,0.76,0.37,0.16,0.09
Enfermero/a,100114,14,Doctorado,0.98,1.17,0.14,Bajo,0.5,1.0,0.52,0.96,0.02,0.72,0.63,0.69,0.57,0.04
Enfermero/a,149401,18,Bachillerato,0.92,0.73,0.3,Bajo,0.68,0.44,0.92,0.79,0.43,0.07,0.87,0.77,0.79,0.74
Abogado,101160,3,Bachillerato,0.0,0.74,0.32,Medio,0.11,0.53,0.04,0.18,0.23,0.66,0.47,0.46,0.77,0.46
Chef,66594,23,Bachillerato,0.65,0.65,0.55,Medio,0.85,0.12,0.9,0.08,0.35,0.61,0.56,0.1,0.8,0.97
Chef,94043,5,Doctorado,0.9,1.06,0.67,Medio,0.18,0.79,0.06,0.88,0.67,0.37,0.19,0.82,0.6,0.36
Enfermero/a,110270,21,Bachillerato,0.83,0.84,0.07,Bajo,0.91,0.39,0.35,0.2,0.9,0.22,0.64,0.88,0.03,0.83
Enfermero/a,98393,29,Bachillerato,0.66,0.87,0.22,Bajo,0.25,0.02,0.95,0.02,0.82,0.17,0.39,0.82,0.21,0.87
Enfermero/a,104038,26,Maestría,0.37,1.16,0.14,Bajo,0.35,0.73,0.31,0.2,0.81,0.81,0.5,0.53,0.7,0.51
Abogado,104088,11,Doctorado,0.99,0.65,0.54,Medio,0.89,0.69,0.88,0.34,0.27,0.85,0.39,0.71,0.15,0.76
Gerente de Marketing,38290,27,Doctorado,0.27,0.99,0.58,Medio,0.01,0.64,0.54,0.22,0.75,0.3,0.28,0.47,0.68,0.93
Científico Investigador,86373,16,Doctorado,0.39,1.41,0.27,Bajo,0.2,0.38,0.56,0.85,0.53,0.97,0.8,0.95,0.73,0.88
Chef,73532,24,Maestría,0.25,0.73,0.65,Medio,0.08,0.41,0.82,0.81,0.14,0.49,0.48,0.32,0.92,0.65
Enfermero/a,132708,28,Bachillerato,0.07,0.89,0.26,Bajo,0.42,0.26,1.0,0.87,0.55,0.56,0.01,0.98,0.81,0.04
Enfermero/a,144846,21,Doctorado,0.35,1.03,0.2,Bajo,0.61,0.73,0.66,0.07,0.46,0.66,0.3,0.31,0.12,0.42
Enfermero/a,90254,8,Licenciatura,0.29,1.03,0.24,Bajo,0.01,0.9,0.39,0.87,0.04,0.15,0.32,0.35,0.85,0.01
Enfermero/a,51219,14,Licenciatura,0.84,0.79,0.26,Bajo,0.48,0.18,0.8,0.38,0.71,0.84,0.96,0.09,0.01,0.55
Diseñador Gráfico,114899,19,Maestría,0.47,0.57,0.5,Medio,0.12,0.84,0.76,0.07,0.84,0.32,0.35,0.18,0.84,0.4
Trabajador de Comercio,63275,20,Doctorado,0.97,0.76,0.93,Alto,0.3,0.83,0.66,0.86,0.98,0.87,0.4,0.81,0.71,0.06
Diseñador Gráfico,79662,18,Bachillerato,0.47,0.63,0.47,Medio,0.6,0.57,0.57,0.26,0.63,0.91,0.39,0.63,0.24,0.05
Médico,62158,20,Bachillerato,0.05,1.22,0.22,Bajo,0.37,0.41,0.92,0.01,0.56,0.92,0.91,0.58,0.38,0.1
Científico Investigador,103484,0,Maestría,0.68,0.52,0.27,Bajo,0.59,0.05,0.24,0.59,0.04,0.78,0.92,0.96,0.73,0.86
Médico,116810,4,Maestría,0.46,1.21,0.11,Bajo,0.11,0.76,0.96,0.58,0.48,0.53,0.48,0.44,0.95,0.48
Guardia de Seguridad,104035,19,Licenciatura,0.77,0.89,0.88,Alto,0.58,0.71,0.06,0.03,0.38,0.69,0.22,0.43,0.98,0.21
Analista Financiero,83917,17,Maestría,0.83,1.39,0.67,Medio,0.51,0.68,0.62,0.31,0.28,0.34,0.22,0.76,0.96,0.87
Investigador UX,91752,29,Doctorado,0.05,1.26,0.46,Medio,0.82,0.78,0.63,0.26,0.1,0.25,0.51,0.98,0.06,0.2
Trabajador de Comercio,120866,3,Licenciatura,0.3,1.36,0.73,Alto,0.96,0.91,0.89,0.17,0.33,0.8,0.81,0.71,0.45,0.31
Guardia de Seguridad,56974,6,Bachillerato,0.14,0.54,0.7,Medio,0.78,0.06,0.54,0.37,0.15,0.74,0.06,0.32,0.56,0.4
Analista Financiero,130672,16,Licenciatura,0.93,1.43,0.47,Medio,0.39,0.31,0.86,0.57,0.09,0.85,0.53,0.42,0.34,0.1
Ingeniero de IA,58327,13,Maestría,0.74,0.63,0.18,Bajo,0.56,0.17,0.43,0.65,0.28,0.33,0.12,0.41,0.58,0.12
Médico,63258,22,Doctorado,0.4,1.18,0.13,Bajo,0.57,0.61,0.69,0.76,0.14,0.97,0.84,0.56,0.89,0.38
Abogado,95777,27,Doctorado,0.73,1.44,0.36,Medio,0.64,0.81,0.91,0.28,0.13,0.25,0.58,0.92,0.58,0.92
Investigador UX,105127,14,Licenciatura,0.6,0.52,0.43,Medio,0.06,0.32,0.06,0.17,0.41,0.51,0.22,0.73,0.59,0.69
Maestro,64846,17,Licenciatura,0.73,1.44,0.11,Bajo,0.27,0.09,0.59,0.4,0.5,0.17,0.65,0.62,0.26,0.47
Abogado,89397,11,Licenciatura,0.77,0.73,0.65,Medio,0.07,0.41,0.08,0.92,0.04,0.15,0.92,0.58,0.8,0.02
Maestro,148915,21,Licenciatura,0.98,1.08,0.26,Bajo,0.96,0.69,0.33,0.31,0.07,0.43,0.92,0.48,0.91,0.82
Científico Investigador,140554,16,Bachillerato,0.95,1.21,0.27,Bajo,0.75,0.7,0.72,0.72,0.38,0.42,0.29,0.15,0.46,0.9
Analista Financiero,114153,28,Doctorado,0.06,1.31,0.67,Medio,0.83,0.73,0.15,0.35,0.57,0.08,0.11,0.93,0.7,0.28
Diseñador Gráfico,137526,27,Doctorado,0.8,0.83,0.44,Medio,0.34,0.5,0.7,0.77,0.39,0.66,0.72,0.3,0.1,0.89
Enfermero/a,126482,14,Doctorado,0.65,0.56,0.25,Bajo,0.57,0.85,0.97,0.96,0.86,0.01,0.89,0.08,0.85,0.28
Investigador UX,124274,26,Bachillerato,0.49,0.63,0.67,Medio,0.32,0.19,0.48,0.04,0.25,0.07,0.13,0.11,0.87,0.93
Especialista en RRHH,48638,22,Doctorado,0.63,1.2,0.46,Medio,0.37,0.68,0.38,0.58,0.52,0.52,0.83,0.7,0.96,0.79
Ingeniero de Software,73162,6,Bachillerato,0.74,1.17,0.56,Medio,0.48,0.06,0.95,0.85,0.49,0.16,0.82,0.43,0.39,0.67
Maestro,66105,28,Bachillerato,0.06,1.27,0.23,Bajo,0.59,0.34,0.16,0.1,0.0,0.21,0.41,0.24,0.31,0.39
Ingeniero de IA,48246,10,Bachillerato,0.72,0.99,0.05,Bajo,0.23,0.71,0.3,0.92,0.71,0.29,0.52,0.67,0.19,0.25
Guardia de Seguridad,86470,11,Maestría,0.92,0.84,0.8,Alto,0.19,0.59,0.74,0.44,0.75,0.3,0.71,0.26,0.78,0.83
Gerente de Marketing,136054,12,Licenciatura,0.22,1.19,0.52,Medio,0.99,0.36,0.77,0.37,0.4,0.11,0.24,0.16,0.16,0.01
Trabajador de Comercio,109721,27,Doctorado,0.47,1.3,0.85,Alto,0.83,0.5,0.09,0.62,0.68,0.63,0.8,0.73,0.43,0.82
Ingeniero de Software,90475,2,Maestría,0.12,1.04,0.59,Medio,0.55,0.95,0.1,0.72,0.82,0.7,0.39,0.39,0.59,0.4
Conductor de Camión,48422,24,Maestría,0.11,1.14,0.73,Alto,0.54,0.72,0.17,0.7,0.14,0.62,0.51,0.3,0.11,0.74
Científico de Datos,74380,15,Maestría,0.33,0.71,0.41,Medio,0.43,0.18,0.96,0.11,0.99,0.84,0.42,0.74,0.67,0.21
Chef,114999,10,Licenciatura,0.57,1.14,0.68,Medio,0.39,0.3,0.04,0.15,0.11,0.34,0.61,0.05,0.73,0.4
Obrero de Construcción,45224,6,Bachillerato,0.57,1.27,0.92,Alto,0.89,0.52,0.4,0.56,0.4,0.24,0.32,0.23,0.27,0.09
Obrero de Construcción,73302,10,Bachillerato,0.24,0.95,0.9,Alto,0.45,0.95,0.15,0.85,0.25,0.93,0.23,0.75,0.06,0.63
Obrero de Construcción,97743,7,Licenciatura,0.67,1.14,0.93,Alto,0.63,0.41,0.19,0.66,0.12,0.83,0.25,0.52,0.6,0.36
Científico de Datos,136974,26,Maestría,0.25,0.53,0.68,Medio,0.32,0.71,0.51,0.67,0.11,0.52,0.39,0.45,0.97,0.14
Diseñador Gráfico,31987,7,Bachillerato,0.33,0.79,0.41,Medio,0.35,0.36,0.27,0.67,0.05,0.33,0.28,0.75,0.15,0.94
Gerente de Marketing,102587,17,Licenciatura,0.37,0.7,0.41,Medio,0.76,0.48,0.16,0.05,0.23,0.95,0.85,0.44,0.48,0.9
Médico,56932,11,Licenciatura,0.38,0.63,0.25,Bajo,0.94,0.39,0.73,0.41,0.5,0.84,0.08,0.53,0.21,0.34
Maestro,114371,3,Doctorado,0.03,1.09,0.12,Bajo,0.67,0.14,0.74,0.65,0.97,0.91,0.28,0.03,0.66,0.6
Enfermero/a,133027,2,Maestría,0.12,1.08,0.28,Bajo,0.91,0.15,0.38,0.04,0.47,0.75,0.79,0.5,0.1,0.38
Científico Investigador,45353,0,Doctorado,0.66,1.29,0.22,Bajo,0.79,0.58,0.86,0.55,0.23,0.54,0.71,0.65,0.24,0.04
Obrero de Construcción,67970,19,Doctorado,0.98,0.68,0.82,Alto,0.64,0.88,0.76,0.91,0.6,0.87,0.26,0.43,0.84,0.33
Científico de Datos,57154,15,Doctorado,0.36,0.86,0.42,Medio,0.55,0.13,0.04,0.9,0.93,0.08,0.55,0.54,0.37,0.57
Gerente de Marketing,115793,25,Licenciatura,0.49,1.26,0.51,Medio,0.32,0.58,0.64,0.66,0.62,0.66,0.31,0.45,0.67,0.75
Conductor de Camión,43174,1,Doctorado,0.22,0.99,0.81,Alto,0.92,0.36,0.94,0.46,0.96,0.74,0.83,0.1,0.59,0.14
Analista Financiero,88323,19,Bachillerato,0.62,1.23,0.32,Medio,0.53,0.57,0.08,0.5,0.71,0.05,0.76,0.58,0.83,0.22
Científico de Datos,123335,22,Doctorado,0.26,0.86,0.5,Medio,0.79,0.17,0.11,0.15,0.22,0.06,0.93,0.32,0.18,0.64
Médico,67877,22,Doctorado,0.36,1.01,0.17,Bajo,0.6,0.96,0.89,0.11,0.27,0.83,0.82,0.28,0.73,0.67
Enfermero/a,86779,14,Doctorado,0.2,1.39,0.22,Bajo,0.17,0.7,0.74,0.89,0.22,0.99,0.15,0.6,0.66,0.42
Obrero de Construcción,34650,3,Doctorado,0.03,0.54,0.81,Alto,0.66,0.39,1.0,0.2,0.01,0.19,0.89,0.15,0.48,0.42
Abogado,93884,3,Doctorado,0.05,1.16,0.44,Medio,0.93,0.85,0.4,0.99,0.05,0.79,0.43,0.43,0.17,0.51
Abogado,37317,0,Bachillerato,0.62,0.74,0.59,Medio,0.61,0.75,0.75,0.2,0.0,0.37,0.92,0.58,0.73,0.88
Chef,123947,12,Maestría,0.67,1.12,0.67,Medio,0.52,0.47,0.21,0.76,0.14,0.49,0.42,0.66,0.92,0.95
Maestro,88524,9,Bachillerato,0.26,1.31,0.18,Bajo,0.45,0.71,0.6,0.97,0.58,0.47,0.54,0.81,0.61,0.65
Enfermero/a,44316,28,Maestría,0.62,0.88,0.22,Bajo,0.66,0.01,0.47,0.74,0.5,0.78,0.45,0.98,0.29,0.09
Trabajador de Comercio,112142,7,Doctorado,0.54,0.85,0.76,Alto,0.67,0.38,0.63,0.78,0.76,0.38,0.57,0.45,0.87,0.88
Soporte al Cliente,124939,22,Bachillerato,0.09,0.67,0.79,Alto,0.56,0.66,0.33,0.67,0.94,0.65,0.16,0.58,0.54,0.87
Soporte al Cliente,125756,16,Bachillerato,0.85,0.77,0.91,Alto,0.43,0.6,0.79,0.04,0.82,0.14,0.36,0.47,0.9,0.02
Trabajador de Comercio,53255,21,Licenciatura,0.32,0.79,0.82,Alto,0.19,0.47,0.77,0.85,0.39,0.62,0.0,0.55,0.98,0.31
Trabajador de Comercio,111808,4,Bachillerato,0.62,1.08,0.75,Alto,0.8,0.04,0.81,0.03,0.66,0.08,0.25,0.72,0.28,0.51
Analista Financiero,142102,14,Doctorado,0.05,1.31,0.33,Medio,0.13,0.12,0.99,0.18,0.9,0.99,0.38,0.63,0.78,0.39
Enfermero/a,72690,5,Bachillerato,0.43,1.27,0.25,Bajo,0.23,0.17,0.92,0.04,0.73,0.05,0.84,0.91,0.3,0.07
Soporte al Cliente,39304,25,Bachillerato,0.3,0.92,0.87,Alto,0.21,0.36,0.78,0.64,0.33,0.66,0.77,0.59,0.24,0.0
Especialista en RRHH,129581,3,Doctorado,0.82,1.2,0.33,Medio,0.59,0.82,0.39,0.2,0.59,0.83,0.05,0.6,0.64,0.6
Ingeniero de Software,69819,4,Maestría,0.63,0.63,0.39,Medio,0.62,0.02,0.63,0.67,0.24,0.6,0.53,0.26,0.46,0.91
Conductor de Camión,141925,23,Licenciatura,0.41,1.38,0.81,Alto,0.87,0.13,0.64,0.68,0.66,0.45,0.68,0.24,0.6,0.55
Científico Investigador,75805,19,Licenciatura,0.78,0.58,0.09,Bajo,0.47,0.89,0.58,0.84,0.52,0.79,0.33,0.82,0.4,0.56
Obrero de Construcción,67326,15,Bachillerato,0.92,1.2,0.91,Alto,0.21,0.07,0.34,0.52,0.8,0.4,0.27,0.37,0.7,0.34
Especialista en RRHH,69224,18,Licenciatura,0.17,1.25,0.54,Medio,0.23,0.75,0.45,0.68,0.66,0.11,0.84,0.68,0.78,0.45
Científico de Datos,132567,4,Licenciatura,0.0,1.2,0.52,Medio,0.21,0.23,0.81,0.5,0.7,0.45,0.24,0.97,0.57,0.13
Maestro,129417,23,Maestría,0.33,0.71,0.28,Bajo,0.88,0.2,0.35,0.76,0.21,0.59,0.7,0.65,0.71,0.71
Mecánico,129652,28,Bachillerato,0.35,1.38,0.31,Medio,0.29,0.05,0.65,0.1,0.85,0.65,0.03,0.71,0.86,0.66
Ingeniero de Software,58498,10,Licenciatura,0.86,1.23,0.45,Medio,0.33,0.48,0.87,0.25,0.1,0.86,0.03,0.91,0.31,0.51
Conductor de Camión,37816,17,Maestría,0.9,1.25,0.93,Alto,0.68,0.18,0.31,0.49,0.61,0.93,0.38,0.7,0.96,0.15
Abogado,65074,22,Licenciatura,0.42,1.23,0.42,Medio,0.33,0.03,0.97,0.81,0.09,1.0,0.61,0.85,0.07,0.39
Mecánico,46775,29,Doctorado,0.11,0.99,0.48,Medio,0.22,0.3,0.97,0.29,0.21,0.54,0.67,0.73,0.75,0.04
Ingeniero de Software,127095,14,Bachillerato,0.77,1.4,0.54,Medio,0.05,0.4,0.07,0.75,0.06,0.19,0.42,0.46,0.41,0.46
Ingeniero de IA,85124,18,Maestría,0.37,1.05,0.13,Bajo,0.35,0.61,0.49,0.72,0.56,0.8,0.44,0.49,0.67,0.22
Enfermero/a,48224,22,Licenciatura,0.62,0.53,0.16,Bajo,0.6,0.97,0.88,0.28,0.51,0.06,0.24,0.77,0.12,0.26
Chef,80421,9,Bachillerato,0.82,1.28,0.65,Medio,0.75,0.12,0.52,0.44,0.31,0.83,0.46,0.06,0.27,0.23
Gerente de Marketing,149028,19,Doctorado,0.65,1.06,0.5,Medio,0.65,0.75,0.55,0.94,0.98,1.0,0.67,0.93,0.4,0.86
Conductor de Camión,137919,29,Bachillerato,0.9,1.33,0.8,Alto,0.16,0.33,0.77,0.23,0.48,0.57,0.6,0.94,0.66,0.79
Diseñador Gráfico,129391,13,Maestría,0.5,0.6,0.4,Medio,0.35,0.64,0.25,0.23,0.29,0.59,0.49,0.84,0.7,0.67
Gerente de Marketing,105125,29,Maestría,0.06,1.01,0.33,Medio,0.36,0.03,0.18,0.11,0.8,0.35,0.08,0.27,0.68,0.75
Investigador UX,127071,20,Maestría,0.66,0.81,0.41,Medio,0.81,0.98,0.77,0.52,0.44,0.54,0.46,0.5,0.2,0.9
Ingeniero de IA,109036,1,Maestría,0.68,1.45,0.12,Bajo,0.08,0.83,1.0,0.58,0.06,0.78,0.07,0.54,0.28,0.92
Guardia de Seguridad,59000,5,Licenciatura,0.9,0.8,0.8,Alto,0.95,0.2,0.58,0.39,0.77,0.13,0.44,0.7,0.41,0.06
Conductor de Camión,45529,22,Bachillerato,0.5,0.51,0.85,Alto,0.92,0.11,0.59,0.73,0.07,0.02,0.46,0.79,0.16,0.84
Guardia de Seguridad,124845,15,Doctorado,0.33,1.02,0.94,Alto,0.22,0.5,0.62,0.14,0.04,0.01,0.32,0.07,0.8,1.0
Guardia de Seguridad,135312,28,Bachillerato,0.43,0.53,0.73,Alto,0.32,0.39,0.94,0.4,0.5,0.25,0.0,0.9,0.08,0.96
Enfermero/a,95478,22,Bachillerato,0.6,1.5,0.08,Bajo,0.42,0.78,0.03,0.69,0.08,0.24,0.16,0.91,0.18,0.04
Diseñador Gráfico,71702,8,Licenciatura,0.35,0.91,0.35,Medio,0.75,0.6,0.36,0.17,0.59,0.78,0.31,0.03,0.21,0.68
Trabajador de Comercio,123068,25,Maestría,0.01,0.81,0.72,Alto,0.32,0.41,0.92,0.08,0.78,0.4,0.81,0.51,0.04,0.95
Obrero de Construcción,33911,13,Licenciatura,0.6,1.38,0.72,Alto,0.55,0.82,0.99,0.72,0.28,0.7,0.71,0.7,0.85,0.09
Abogado,121964,14,Doctorado,0.64,1.45,0.49,Medio,0.96,0.94,0.9,0.91,0.9,0.82,0.69,0.02,0.13,0.13
Científico de Datos,78229,16,Maestría,0.12,1.42,0.57,Medio,0.31,0.79,0.49,0.14,0.88,0.34,0.7,0.29,0.5,0.82
Obrero de Construcción,66704,18,Doctorado,0.98,0.57,0.83,Alto,0.92,0.95,0.23,0.14,0.72,0.04,0.49,0.8,0.56,0.19
Trabajador de Comercio,91295,20,Licenciatura,0.92,1.12,0.88,Alto,0.34,0.19,0.26,0.53,0.28,0.54,0.71,0.73,0.16,0.75
Soporte al Cliente,114532,0,Licenciatura,0.01,0.56,0.86,Alto,0.38,0.15,0.04,0.16,0.96,0.73,0.53,0.94,0.62,0.73
Científico Investigador,129211,27,Maestría,0.14,0.9,0.06,Bajo,0.22,0.07,0.39,0.84,0.38,0.83,0.66,0.51,0.24,0.92
Enfermero/a,36826,12,Doctorado,0.69,1.12,0.16,Bajo,0.24,0.43,0.87,0.84,0.94,0.31,0.39,0.02,0.94,0.33
Enfermero/a,113899,28,Maestría,0.91,1.03,0.19,Bajo,0.18,0.5,0.92,0.56,0.26,0.03,0.34,0.57,0.04,0.61
Chef,59407,0,Licenciatura,0.78,0.53,0.61,Medio,0.52,0.37,0.97,0.16,0.54,0.32,0.53,0.55,0.09,0.66
Médico,120389,28,Maestría,0.77,0.59,0.12,Bajo,0.65,0.14,0.68,0.06,0.33,0.85,0.77,0.64,0.87,0.71
Maestro,145796,23,Doctorado,0.98,1.19,0.2,Bajo,0.41,0.9,0.3,0.01,0.2,0.11,0.32,0.83,0.65,0.17
Analista Financiero,44433,0,Bachillerato,0.5,1.01,0.44,Medio,0.86,0.32,0.09,0.3,0.72,0.66,0.19,0.11,0.66,0.68
Obrero de Construcción,120913,26,Bachillerato,0.97,1.17,0.93,Alto,0.13,0.98,0.03,0.53,0.29,0.81,0.22,0.01,0.41,0.06
Investigador UX,128747,21,Licenciatura,0.64,0.79,0.4,Medio,0.16,0.14,0.53,0.68,0.45,0.12,0.65,0.56,0.38,0.33
Mecánico,102593,22,Maestría,0.15,0.84,0.32,Medio,0.44,0.6,0.94,0.63,0.62,0.37,0.13,0.45,0.6,0.72
Maestro,57706,12,Maestría,0.26,0.74,0.19,Bajo,0.57,0.22,0.59,0.35,0.64,0.29,0.59,0.77,0.98,0.91
Guardia de Seguridad,53665,21,Bachillerato,0.43,0.84,0.75,Alto,0.6,0.95,0.36,0.88,0.15,0.94,0.35,0.38,0.46,0.72
Especialista en RRHH,109133,24,Doctorado,0.48,1.02,0.31,Medio,0.3,0.35,0.56,0.56,0.71,0.72,0.24,0.77,0.02,0.72
Científico de Datos,74329,5,Maestría,0.73,1.03,0.47,Medio,0.69,0.04,0.22,0.62,0.85,0.38,0.26,0.52,0.62,0.42
Gerente de Marketing,37279,9,Bachillerato,0.52,0.54,0.39,Medio,0.45,0.7,0.22,0.98,0.32,0.53,0.02,0.88,0.79,0.2
Chef,69323,9,Bachillerato,0.32,1.19,0.63,Medio,0.74,0.92,0.86,0.99,0.18,0.3,0.64,0.73,0.53,0.07
Diseñador Gráfico,81454,18,Bachillerato,0.96,0.91,0.39,Medio,0.02,0.24,0.7,0.91,0.09,0.55,0.7,0.28,0.57,0.72
Obrero de Construcción,80366,15,Maestría,0.45,1.25,0.78,Alto,0.21,0.19,0.36,0.04,0.28,0.65,0.65,0.07,0.29,0.57
Ingeniero de Software,71476,0,Doctorado,0.42,1.21,0.3,Bajo,0.28,0.14,0.13,0.96,0.38,0.53,0.73,0.05,0.24,0.83
Mecánico,122850,11,Bachillerato,0.37,0.87,0.6,Medio,0.3,0.12,0.26,0.39,0.05,0.48,0.74,0.51,0.07,0.44
Ingeniero de Software,80608,17,Bachillerato,0.06,0.56,0.45,Medio,0.19,0.93,0.58,0.29,0.7,0.37,0.13,0.24,0.64,0.05
Ingeniero de IA,92188,24,Maestría,0.25,1.08,0.22,Bajo,0.31,0.69,0.34,0.63,0.63,0.28,0.64,0.38,0.34,0.29
Gerente de Marketing,43606,29,Bachillerato,0.93,0.89,0.32,Medio,0.71,0.29,0.25,0.32,0.72,0.82,0.59,0.32,0.31,0.12
Maestro,83568,29,Doctorado,0.64,0.53,0.22,Bajo,0.45,0.97,0.82,0.17,0.72,0.49,0.19,0.7,0.55,0.03
Investigador UX,81638,21,Bachillerato,0.63,0.64,0.44,Medio,0.59,0.14,0.85,0.03,0.1,0.12,0.53,0.62,0.4,0.29
Trabajador de Comercio,123309,25,Bachillerato,0.07,0.78,0.71,Alto,0.01,0.35,0.19,0.27,0.82,0.16,0.78,0.68,0.33,0.55
Chef,64873,24,Maestría,0.13,1.41,0.53,Medio,0.88,0.82,0.08,0.21,0.15,0.83,0.86,0.53,0.1,0.14
Maestro,78179,18,Maestría,0.93,0.7,0.05,Bajo,0.33,0.03,0.83,0.49,0.64,0.41,0.35,0.22,0.77,0.7
Científico Investigador,78139,11,Licenciatura,0.32,0.5,0.07,Bajo,0.62,0.51,0.43,0.83,0.5,0.38,0.16,0.82,0.58,0.09
Maestro,43445,11,Licenciatura,0.43,1.31,0.28,Bajo,0.6,0.73,0.06,0.56,0.76,0.5,0.59,0.9,0.2,0.1
Chef,31299,6,Doctorado,0.82,1.35,0.56,Medio,0.83,0.7,0.09,0.76,0.18,0.24,0.39,0.31,0.32,0.17
Científico de Datos,104263,4,Bachillerato,0.02,0.97,0.61,Medio,0.86,0.82,0.42,0.73,0.29,0.06,0.68,0.65,0.8,0.62
Maestro,33250,2,Maestría,0.88,0.59,0.28,Bajo,0.93,0.73,0.9,0.77,0.53,0.6,0.63,0.13,0.19,0.52
Científico Investigador,135050,21,Maestría,0.96,1.01,0.15,Bajo,0.16,0.42,0.3,0.09,0.97,0.26,0.69,0.09,0.91,0.59
Especialista en RRHH,80029,23,Licenciatura,0.67,1.27,0.69,Medio,0.89,0.79,0.69,0.57,0.12,0.17,0.82,0.8,0.61,0.44
Guardia de Seguridad,34965,8,Licenciatura,0.33,0.92,0.82,Alto,0.93,0.11,0.52,0.37,0.99,0.86,0.44,1.0,0.51,0.17
Médico,148225,11,Bachillerato,0.23,1.14,0.28,Bajo,0.79,0.27,0.3,0.07,0.29,0.09,0.5,0.71,0.75,0.06
Investigador UX,118458,27,Licenciatura,0.29,0.6,0.44,Medio,0.3,0.63,0.88,0.45,0.75,0.15,0.89,0.15,0.19,0.11
Guardia de Seguridad,105763,6,Doctorado,0.55,1.49,0.9,Alto,0.38,0.58,0.62,0.82,0.74,0.57,0.67,0.75,0.13,0.2
Guardia de Seguridad,99458,16,Licenciatura,0.85,0.91,0.94,Alto,0.22,0.42,0.38,0.93,0.29,0.47,0.19,0.52,0.86,0.3
Enfermero/a,34516,11,Licenciatura,0.91,0.57,0.24,Bajo,0.26,0.18,0.6,0.71,0.39,0.04,0.91,0.73,0.27,0.5
Maestro,123606,9,Maestría,0.34,1.02,0.18,Bajo,0.21,0.78,0.3,0.58,0.27,0.43,0.21,0.63,0.43,0.02
Científico de Datos,149359,0,Doctorado,0.47,0.68,0.53,Medio,0.41,0.65,0.95,0.53,0.79,0.75,0.92,0.21,0.83,0.91
Analista Financiero,37509,28,Licenciatura,0.31,1.45,0.55,Medio,0.38,0.79,0.3,0.18,0.54,0.57,0.83,0.46,0.81,0.31
Científico de Datos,117178,4,Doctorado,0.21,0.89,0.64,Medio,0.22,0.81,0.28,0.03,0.11,0.75,0.26,0.65,0.7,0.35
Gerente de Marketing,49060,0,Licenciatura,0.4,1.45,0.43,Medio,0.18,0.37,0.67,0.7,0.92,0.88,0.29,0.46,0.75,0.92
Maestro,59235,11,Bachillerato,0.44,1.4,0.14,Bajo,0.48,0.9,0.8,0.24,0.32,0.35,0.91,1.0,0.77,0.48
Maestro,79216,21,Licenciatura,0.7,0.89,0.21,Bajo,0.61,0.48,0.94,0.02,0.71,0.41,0.71,0.68,0.01,0.29
Maestro,49789,20,Maestría,0.17,1.23,0.11,Bajo,0.47,0.25,0.58,0.72,0.33,0.6,0.82,0.09,0.71,0.32
Trabajador de Comercio,107171,21,Bachillerato,0.02,0.92,0.87,Alto,0.52,0.6,0.33,0.18,0.81,0.91,0.51,0.31,0.51,0.88
Maestro,30443,21,Doctorado,0.86,0.83,0.23,Bajo,0.65,0.57,0.53,0.55,0.85,0.92,0.11,0.57,0.92,0.13
Mecánico,105494,7,Licenciatura,0.09,0.61,0.66,Medio,0.45,0.69,0.14,0.02,0.89,0.57,0.02,0.99,0.49,0.48
Investigador UX,45231,0,Bachillerato,0.01,1.07,0.55,Medio,0.3,0.73,0.38,0.72,0.14,0.91,0.88,0.15,0.94,0.56
Conductor de Camión,116065,9,Doctorado,0.84,0.58,0.74,Alto,0.29,0.48,0.35,0.51,0.19,0.68,0.06,0.36,0.18,0.73
Abogado,102436,19,Doctorado,0.08,1.29,0.66,Medio,0.97,0.58,0.33,0.32,0.38,0.61,0.49,0.65,0.04,0.11
Especialista en RRHH,62256,25,Doctorado,1.0,1.25,0.4,Medio,0.95,0.21,0.73,0.12,0.65,0.76,0.86,0.73,0.92,0.52
Investigador UX,61917,10,Maestría,0.8,0.78,0.41,Medio,0.83,0.15,0.62,0.96,0.84,0.06,0.32,0.14,0.95,0.99
Abogado,62948,6,Doctorado,0.67,1.34,0.39,Medio,0.19,0.01,0.41,0.9,0.9,0.13,0.2,0.41,0.78,0.61
